Date,Order ID,Pair,Type,Side,Lot Size,Price,Margin Mode,Status,Net P&L
"2026-07-28T00:04:39.203Z","130597452","XAU/USD","stop_loss","buy","0.050","4094.16","cross","cancelled",""
"2026-07-28T00:04:39.203Z","130598627","XAU/USD","take_profit","buy","0.050","4049.64","cross","cancelled",""
"2026-07-28T00:04:39.203Z","130598628","XAU/USD","stop_loss","buy","0.050","4094.16","cross","cancelled",""
"2026-07-28T00:04:39.203Z","130599008","XAU/USD","take_profit","buy","0.050","4064.98","cross","cancelled",""
"2026-07-28T00:04:39.203Z","130599009","XAU/USD","stop_loss","buy","0.050","4094.16","cross","cancelled",""
"2026-07-28T00:04:39.203Z","130599284","XAU/USD","take_profit","buy","0.050","4049.79","cross","cancelled",""
"2026-07-28T00:04:39.203Z","130599285","XAU/USD","stop_loss","buy","0.050","4094.16","cross","cancelled",""
"2026-07-27T16:40:36.347Z","130532199","XAU/USD","market","sell","0.050","4089.80","cross","filled",""
"2026-07-27T16:25:14.723Z","130517825","XAU/USD","stop_loss","buy","0.050","4085.00","cross","filled","-21.19"
"2026-07-27T16:25:14.602Z","130517619","XAU/USD","stop_loss","buy","0.050","4085.00","cross","cancelled",""
"2026-07-27T16:25:14.602Z","130517824","XAU/USD","take_profit","buy","0.050","4060.73","cross","cancelled",""
"2026-07-27T16:15:05.965Z","130517474","XAU/USD","market","sell","0.050","4080.76","cross","filled",""
"2026-07-27T05:04:33.509Z","130120783","XAU/USD","stop_loss","buy","0.090","4092.54","cross","filled","-22.32"
"2026-07-27T05:04:33.412Z","130116816","XAU/USD","stop_loss","buy","0.090","4092.54","cross","cancelled",""
"2026-07-27T05:04:33.412Z","130116991","XAU/USD","take_profit","buy","0.090","4078.91","cross","cancelled",""
"2026-07-27T05:04:33.412Z","130116992","XAU/USD","stop_loss","buy","0.090","4092.54","cross","cancelled",""
"2026-07-27T05:04:33.412Z","130120440","XAU/USD","take_profit","buy","0.090","4067.53","cross","cancelled",""
"2026-07-27T05:04:33.412Z","130120441","XAU/USD","stop_loss","buy","0.090","4092.54","cross","cancelled",""
"2026-07-27T05:04:33.412Z","130120782","XAU/USD","take_profit","buy","0.090","4055.34","cross","cancelled",""
"2026-07-27T04:46:01.125Z","130116611","XAU/USD","market","sell","0.090","4090.06","cross","filled",""
"2026-07-24T10:04:29.545Z","129579811","XAU/USD","stop_loss","buy","0.040","4061.19","cross","filled","-19.47"
"2026-07-24T10:04:29.449Z","129579743","XAU/USD","stop_loss","buy","0.040","4061.19","cross","cancelled",""
"2026-07-24T10:04:29.449Z","129579810","XAU/USD","take_profit","buy","0.040","4031.32","cross","cancelled",""
"2026-07-24T09:05:09.561Z","129579488","XAU/USD","market","sell","0.040","4056.32","cross","filled",""
"2026-07-22T06:26:57.520Z","128323386","XAU/USD","take_profit","buy","0.050","4117.58","cross","filled","100.85"
"2026-07-22T06:26:57.417Z","128267970","XAU/USD","stop_loss","buy","0.050","4141.97","cross","cancelled",""
"2026-07-22T06:26:57.417Z","128268245","XAU/USD","take_profit","buy","0.050","4119.97","cross","cancelled",""
"2026-07-22T06:26:57.417Z","128268246","XAU/USD","stop_loss","buy","0.050","4141.97","cross","cancelled",""
"2026-07-22T06:26:57.417Z","128268274","XAU/USD","take_profit","buy","0.050","4117.68","cross","cancelled",""
"2026-07-22T06:26:57.417Z","128268275","XAU/USD","stop_loss","buy","0.050","4141.97","cross","cancelled",""
"2026-07-22T06:26:57.417Z","128298901","XAU/USD","take_profit","buy","0.050","4111.91","cross","cancelled",""
"2026-07-22T06:26:57.417Z","128298902","XAU/USD","stop_loss","buy","0.050","4141.97","cross","cancelled",""
"2026-07-22T06:26:57.417Z","128323387","XAU/USD","stop_loss","buy","0.050","4141.97","cross","cancelled",""
"2026-07-22T03:28:49.331Z","128267816","XAU/USD","market","sell","0.050","4137.75","cross","filled",""
"2026-07-14T11:33:08.696Z","124663012","XAU/USD","stop_loss","buy","0.050","4028.89","cross","filled","-20.01"
"2026-07-14T11:33:08.586Z","124662934","XAU/USD","stop_loss","buy","0.050","4028.89","cross","cancelled",""
"2026-07-14T11:33:08.586Z","124663011","XAU/USD","take_profit","buy","0.050","4004.69","cross","cancelled",""
"2026-07-14T11:30:19.734Z","124662848","XAU/USD","market","sell","0.050","4024.89","cross","filled",""
"2026-07-13T14:01:16.061Z","124113460","XAU/USD","market","buy","0.030","4042.77","cross","filled","92.55"
"2026-07-13T14:01:16.027Z","123910741","XAU/USD","stop_loss","buy","0.030","4080.04","cross","cancelled",""
"2026-07-13T14:01:16.027Z","123910967","XAU/USD","take_profit","buy","0.030","4043.40","cross","cancelled",""
"2026-07-13T14:01:16.027Z","123910968","XAU/USD","stop_loss","buy","0.030","4080.04","cross","cancelled",""
"2026-07-13T14:01:16.027Z","123990700","XAU/USD","take_profit","buy","0.030","4043.40","cross","cancelled",""
"2026-07-13T14:01:16.027Z","123990701","XAU/USD","stop_loss","buy","0.030","4073.70","cross","cancelled",""
"2026-07-13T14:01:16.027Z","124035293","XAU/USD","take_profit","buy","0.030","4022.25","cross","cancelled",""
"2026-07-13T14:01:16.027Z","124035294","XAU/USD","stop_loss","buy","0.030","4073.70","cross","cancelled",""
"2026-07-13T14:01:16.027Z","124104435","XAU/USD","take_profit","buy","0.030","4023.54","cross","cancelled",""
"2026-07-13T14:01:16.027Z","124104436","XAU/USD","stop_loss","buy","0.030","4073.70","cross","cancelled",""
"2026-07-13T14:01:16.027Z","124113033","XAU/USD","take_profit","buy","0.030","4023.54","cross","cancelled",""
"2026-07-13T14:01:16.027Z","124113034","XAU/USD","stop_loss","buy","0.030","4069.07","cross","cancelled",""
"2026-07-13T08:30:11.501Z","123910459","XAU/USD","market","sell","0.030","4073.62","cross","filled",""
"2026-07-10T16:52:48.619Z","123407828","XAU/USD","stop_loss","sell","0.030","4107.00","cross","filled","-25.60"
"2026-07-10T16:52:48.499Z","123400823","XAU/USD","stop_loss","sell","0.030","4107.15","cross","cancelled",""
"2026-07-10T16:52:48.499Z","123401095","XAU/USD","take_profit","sell","0.030","4157.99","cross","cancelled",""
"2026-07-10T16:52:48.499Z","123401096","XAU/USD","stop_loss","sell","0.030","4107.15","cross","cancelled",""
"2026-07-10T16:52:48.499Z","123407827","XAU/USD","take_profit","sell","0.030","4157.99","cross","cancelled",""
"2026-07-10T16:30:49.679Z","123400514","XAU/USD","market","buy","0.030","4115.53","cross","filled",""
"2026-07-09T15:11:01.599Z","122758877","XAU/USD","stop_loss","sell","0.050","4125.87","cross","filled","-21.74"
"2026-07-09T15:11:01.479Z","122758700","XAU/USD","stop_loss","sell","0.050","4125.87","cross","cancelled",""
"2026-07-09T15:11:01.479Z","122758876","XAU/USD","take_profit","sell","0.050","4150.23","cross","cancelled",""
"2026-07-09T15:06:45.303Z","122758530","XAU/USD","market","buy","0.050","4130.22","cross","filled",""
"2026-07-09T14:10:19.669Z","122706566","XAU/USD","stop_loss","sell","0.050","4126.08","cross","filled","-23.40"
"2026-07-09T14:10:19.544Z","122706347","XAU/USD","stop_loss","sell","0.050","4126.08","cross","cancelled",""
"2026-07-09T14:10:19.544Z","122706565","XAU/USD","take_profit","sell","0.050","4150.84","cross","cancelled",""
"2026-07-09T14:01:15.813Z","122706040","XAU/USD","market","buy","0.050","4130.76","cross","filled",""
"2026-07-07T04:39:05.434Z","120930787","XAU/USD","market","buy","0.030","4131.15","cross","filled","-0.62"
"2026-07-07T04:39:05.416Z","120922154","XAU/USD","stop_loss","buy","0.030","4137.93","cross","cancelled",""
"2026-07-07T04:39:05.416Z","120922252","XAU/USD","take_profit","buy","0.030","4110.62","cross","cancelled",""
"2026-07-07T04:39:05.416Z","120922253","XAU/USD","stop_loss","buy","0.030","4137.93","cross","cancelled",""
"2026-07-07T04:22:26.271Z","120922039","XAU/USD","market","sell","0.030","4130.95","cross","filled",""
"2026-07-01T19:52:08.574Z","118513283","XAU/USD","stop_loss","sell","0.030","4042.00","cross","filled","-23.15"
"2026-07-01T19:52:08.476Z","118513282","XAU/USD","take_profit","sell","0.030","4100.00","cross","cancelled",""
"2026-07-01T19:50:27.766Z","118444688","XAU/USD","limit","buy","0.030","4049.67","cross","filled",""
"2026-07-01T16:13:05.662Z","118393848","XAU/USD","limit","sell","0.050","4100.00","cross","canceled",""
"2026-07-01T14:22:06.609Z","118333025","XAU/USD","stop_loss","sell","0.050","4096.05","cross","filled","-20.40"
"2026-07-01T14:22:06.488Z","118332826","XAU/USD","stop_loss","sell","0.050","4096.05","cross","cancelled",""
"2026-07-01T14:22:06.488Z","118333024","XAU/USD","take_profit","sell","0.050","4127.59","cross","cancelled",""
"2026-07-01T14:20:34.720Z","118332675","XAU/USD","market","buy","0.050","4100.13","cross","filled",""
"2026-07-01T13:17:32.654Z","118245725","XAU/USD","stop_loss","buy","0.040","4029.34","cross","filled","-0.19"
"2026-07-01T13:17:32.515Z","118199481","XAU/USD","stop_loss","buy","0.040","4035.83","cross","cancelled",""
"2026-07-01T13:17:32.515Z","118200322","XAU/USD","take_profit","buy","0.040","3995.98","cross","cancelled",""
"2026-07-01T13:17:32.515Z","118200323","XAU/USD","stop_loss","buy","0.040","4035.83","cross","cancelled",""
"2026-07-01T13:17:32.515Z","118245724","XAU/USD","take_profit","buy","0.040","3995.98","cross","cancelled",""
"2026-07-01T12:02:00.577Z","118199228","XAU/USD","market","sell","0.040","4029.29","cross","filled",""
"2026-06-26T16:00:54.773Z","115647189","BTC/USD","stop_loss","buy","0.030005","60472.37","cross","filled","0.08"
"2026-06-26T16:00:54.475Z","115420840","BTC/USD","stop_loss","buy","0.030005","60736.76","cross","cancelled",""
"2026-06-26T16:00:54.475Z","115422891","BTC/USD","take_profit","buy","0.030005","59419.78","cross","cancelled",""
"2026-06-26T16:00:54.475Z","115422892","BTC/USD","stop_loss","buy","0.030005","60736.76","cross","cancelled",""
"2026-06-26T16:00:54.475Z","115423032","BTC/USD","take_profit","buy","0.030005","59419.78","cross","cancelled",""
"2026-06-26T16:00:54.475Z","115423033","BTC/USD","stop_loss","buy","0.030005","60719.64","cross","cancelled",""
"2026-06-26T16:00:54.475Z","115423265","BTC/USD","take_profit","buy","0.030005","58129.49","cross","cancelled",""
"2026-06-26T16:00:54.475Z","115423266","BTC/USD","stop_loss","buy","0.030005","60719.64","cross","cancelled",""
"2026-06-26T16:00:54.475Z","115423489","BTC/USD","take_profit","buy","0.030005","59270.10","cross","cancelled",""
"2026-06-26T16:00:54.475Z","115423490","BTC/USD","stop_loss","buy","0.030005","60719.64","cross","cancelled",""
"2026-06-26T16:00:54.475Z","115423545","BTC/USD","take_profit","buy","0.030005","59296.05","cross","cancelled",""
"2026-06-26T16:00:54.475Z","115423546","BTC/USD","stop_loss","buy","0.030005","60719.64","cross","cancelled",""
"2026-06-26T16:00:54.475Z","115429672","BTC/USD","take_profit","buy","0.030005","58945.51","cross","cancelled",""
"2026-06-26T16:00:54.475Z","115429673","BTC/USD","stop_loss","buy","0.030005","60719.64","cross","cancelled",""
"2026-06-26T16:00:54.475Z","115431762","BTC/USD","take_profit","buy","0.030005","58114.76","cross","cancelled",""
"2026-06-26T16:00:54.475Z","115431763","BTC/USD","stop_loss","buy","0.030005","60719.64","cross","cancelled",""
"2026-06-26T16:00:54.475Z","115557718","BTC/USD","take_profit","buy","0.030005","57126.69","cross","cancelled",""
"2026-06-26T16:00:54.475Z","115557719","BTC/USD","stop_loss","buy","0.030005","60719.64","cross","cancelled",""
"2026-06-26T16:00:54.475Z","115585628","BTC/USD","take_profit","buy","0.030005","57126.69","cross","cancelled",""
"2026-06-26T16:00:54.475Z","115585629","BTC/USD","stop_loss","buy","0.030005","60463.21","cross","cancelled",""
"2026-06-26T16:00:54.475Z","115644072","BTC/USD","take_profit","buy","0.030005","57126.69","cross","cancelled",""
"2026-06-26T16:00:54.475Z","115644073","BTC/USD","stop_loss","buy","0.030005","59938.18","cross","cancelled",""
"2026-06-26T16:00:54.475Z","115644452","BTC/USD","take_profit","buy","0.030005","57126.69","cross","cancelled",""
"2026-06-26T16:00:54.475Z","115644453","BTC/USD","stop_loss","buy","0.030005","60468.26","cross","cancelled",""
"2026-06-26T16:00:54.475Z","115646883","BTC/USD","take_profit","buy","0.030005","57126.69","cross","cancelled",""
"2026-06-26T16:00:54.475Z","115646884","BTC/USD","stop_loss","buy","0.030005","59932.11","cross","cancelled",""
"2026-06-26T16:00:54.475Z","115647188","BTC/USD","take_profit","buy","0.030005","57126.69","cross","cancelled",""
"2026-06-26T07:46:48.222Z","115420631","BTC/USD","market","sell","0.030005","60474.90","cross","filled",""
"2026-06-25T15:22:30.661Z","114888487","XAU/USD","stop_loss","buy","0.020","4035.52","cross","filled","-69.28"
"2026-06-25T15:22:29.988Z","114880499","XAU/USD","stop_loss","buy","0.020","4035.52","cross","cancelled",""
"2026-06-25T15:22:29.988Z","114881260","XAU/USD","take_profit","buy","0.020","3844.31","cross","cancelled",""
"2026-06-25T15:22:29.988Z","114881261","XAU/USD","stop_loss","buy","0.020","4035.52","cross","cancelled",""
"2026-06-25T15:22:29.988Z","114888486","XAU/USD","take_profit","buy","0.020","3811.87","cross","cancelled",""
"2026-06-25T14:00:42.733Z","114878264","XAU/USD","market","sell","0.020","4000.88","cross","filled",""
"2026-06-25T01:38:01.554Z","114370533","XAU/USD","market","buy","0.010","3981.55","cross","filled","0.96"
"2026-06-25T01:38:01.537Z","114370009","XAU/USD","stop_loss","buy","0.010","3996.64","cross","cancelled",""
"2026-06-25T01:38:01.537Z","114370159","XAU/USD","take_profit","buy","0.010","3922.49","cross","cancelled",""
"2026-06-25T01:38:01.537Z","114370160","XAU/USD","stop_loss","buy","0.010","3996.64","cross","cancelled",""
"2026-06-25T01:38:01.537Z","114370502","XAU/USD","take_profit","buy","0.010","3922.49","cross","cancelled",""
"2026-06-25T01:38:01.537Z","114370503","XAU/USD","stop_loss","buy","0.010","3996.41","cross","cancelled",""
"2026-06-25T01:36:33.071Z","114369915","XAU/USD","market","sell","0.010","3982.51","cross","filled",""
"2026-06-24T14:33:23.652Z","114077089","XAU/USD","stop_loss","buy","0.050","4029.43","cross","filled","-0.23"
"2026-06-24T14:33:23.502Z","114060081","XAU/USD","stop_loss","buy","0.050","4034.03","cross","cancelled",""
"2026-06-24T14:33:23.502Z","114060318","XAU/USD","take_profit","buy","0.050","3964.84","cross","cancelled",""
"2026-06-24T14:33:23.502Z","114060319","XAU/USD","stop_loss","buy","0.050","4034.03","cross","cancelled",""
"2026-06-24T14:33:23.502Z","114066936","XAU/USD","take_profit","buy","0.050","4008.87","cross","cancelled",""
"2026-06-24T14:33:23.502Z","114066937","XAU/USD","stop_loss","buy","0.050","4034.03","cross","cancelled",""
"2026-06-24T14:33:23.502Z","114071265","XAU/USD","take_profit","buy","0.050","4003.31","cross","cancelled",""
"2026-06-24T14:33:23.502Z","114071266","XAU/USD","stop_loss","buy","0.050","4034.03","cross","cancelled",""
"2026-06-24T14:33:23.502Z","114077088","XAU/USD","take_profit","buy","0.050","4003.31","cross","cancelled",""
"2026-06-24T14:02:23.689Z","114059888","XAU/USD","market","sell","0.050","4029.38","cross","filled",""
"2026-06-23T23:43:33.956Z","113435828","XAU/USD","market","buy","0.050","4081.86","cross","filled","88.61"
"2026-06-23T23:43:33.938Z","113431226","XAU/USD","stop_loss","buy","0.050","4104.05","cross","cancelled",""
"2026-06-23T23:43:33.938Z","113431382","XAU/USD","take_profit","buy","0.050","4079.53","cross","cancelled",""
"2026-06-23T23:43:33.938Z","113431383","XAU/USD","stop_loss","buy","0.050","4104.05","cross","cancelled",""
"2026-06-23T23:43:33.938Z","113434920","XAU/USD","take_profit","buy","0.050","4079.53","cross","cancelled",""
"2026-06-23T23:43:33.938Z","113434921","XAU/USD","stop_loss","buy","0.050","4099.72","cross","cancelled",""
"2026-06-23T23:04:10.574Z","113431171","XAU/USD","market","sell","0.050","4099.58","cross","filled",""
"2026-06-23T22:44:52.513Z","113428505","XAU/USD","stop_loss","buy","0.050","4104.01","cross","filled","-22.71"
"2026-06-23T22:44:52.424Z","113428421","XAU/USD","stop_loss","buy","0.050","4104.01","cross","cancelled",""
"2026-06-23T22:44:52.424Z","113428487","XAU/USD","take_profit","buy","0.050","4080.21","cross","cancelled",""
"2026-06-23T22:44:52.424Z","113428488","XAU/USD","stop_loss","buy","0.050","4104.01","cross","cancelled",""
"2026-06-23T22:44:52.424Z","113428504","XAU/USD","take_profit","buy","0.050","4079.46","cross","cancelled",""
"2026-06-23T22:35:24.931Z","113428372","XAU/USD","market","sell","0.050","4099.47","cross","filled",""
"2026-06-23T15:33:03.961Z","113254085","XAU/USD","stop_loss","buy","0.050","4134.03","cross","filled","-21.75"
"2026-06-23T15:33:03.507Z","113253075","XAU/USD","stop_loss","buy","0.050","4133.91","cross","cancelled",""
"2026-06-23T15:33:03.507Z","113253639","XAU/USD","stop_loss","buy","0.050","4134.03","cross","cancelled",""
"2026-06-23T15:33:03.507Z","113254084","XAU/USD","take_profit","buy","0.050","4109.58","cross","cancelled",""
"2026-06-23T15:06:42.668Z","113252820","XAU/USD","market","sell","0.050","4129.68","cross","filled",""
"2026-06-23T15:01:21.202Z","113213559","XAU/USD","stop_loss","buy","0.050","4134.01","cross","filled","-21.02"
"2026-06-23T15:01:20.777Z","113213245","XAU/USD","stop_loss","buy","0.050","4134.01","cross","cancelled",""
"2026-06-23T15:01:20.777Z","113213558","XAU/USD","take_profit","buy","0.050","4109.73","cross","cancelled",""
"2026-06-23T14:27:53.579Z","113212893","XAU/USD","market","sell","0.050","4129.81","cross","filled",""
"2026-06-23T13:48:55.088Z","113106953","XAU/USD","stop_loss","buy","0.030","4133.69","cross","filled","-22.00"
"2026-06-23T13:48:54.964Z","113009106","XAU/USD","stop_loss","buy","0.030","4133.69","cross","cancelled",""
"2026-06-23T13:48:54.964Z","113009180","XAU/USD","take_profit","buy","0.030","4103.79","cross","cancelled",""
"2026-06-23T13:48:54.964Z","113009181","XAU/USD","stop_loss","buy","0.030","4133.69","cross","cancelled",""
"2026-06-23T13:48:54.964Z","113009365","XAU/USD","take_profit","buy","0.030","4092.55","cross","cancelled",""
"2026-06-23T13:48:54.964Z","113009366","XAU/USD","stop_loss","buy","0.030","4133.69","cross","cancelled",""
"2026-06-23T13:48:54.964Z","113035024","XAU/USD","take_profit","buy","0.030","4117.72","cross","cancelled",""
"2026-06-23T13:48:54.964Z","113035025","XAU/USD","stop_loss","buy","0.030","4133.69","cross","cancelled",""
"2026-06-23T13:48:54.964Z","113035245","XAU/USD","take_profit","buy","0.030","4092.97","cross","cancelled",""
"2026-06-23T13:48:54.964Z","113035246","XAU/USD","stop_loss","buy","0.030","4133.69","cross","cancelled",""
"2026-06-23T13:48:54.964Z","113106630","XAU/USD","take_profit","buy","0.030","4113.73","cross","cancelled",""
"2026-06-23T13:48:54.964Z","113106631","XAU/USD","stop_loss","buy","0.030","4133.69","cross","cancelled",""
"2026-06-23T13:48:54.964Z","113106740","XAU/USD","take_profit","buy","0.030","4106.19","cross","cancelled",""
"2026-06-23T13:48:54.964Z","113106741","XAU/USD","stop_loss","buy","0.030","4133.69","cross","cancelled",""
"2026-06-23T13:48:54.964Z","113106952","XAU/USD","take_profit","buy","0.030","4092.97","cross","cancelled",""
"2026-06-23T10:42:01.389Z","113008864","XAU/USD","market","sell","0.030","4126.36","cross","filled",""
"2026-06-23T06:36:06.521Z","112813366","USD/CAD","stop_loss","buy","0.500","1.42","cross","filled","-20.35"
"2026-06-23T06:36:06.418Z","112812282","USD/CAD","stop_loss","buy","0.500","1.42","cross","cancelled",""
"2026-06-23T06:36:06.418Z","112812841","USD/CAD","take_profit","buy","0.499","1.42","cross","cancelled",""
"2026-06-23T06:36:06.418Z","112812842","USD/CAD","stop_loss","buy","0.500","1.42","cross","cancelled",""
"2026-06-23T06:36:06.418Z","112813365","USD/CAD","take_profit","buy","0.499","1.41","cross","cancelled",""
"2026-06-23T06:20:08.522Z","112811816","USD/CAD","market","sell","0.500","1.42","cross","filled",""
"2026-06-19T07:43:32.258Z","110808250","BTC/USD","market","buy","0.099977","62476.46","cross","filled","-0.13"
"2026-06-19T07:43:32.238Z","110807323","BTC/USD","stop_loss","buy","0.099977","62679.50","cross","cancelled",""
"2026-06-19T07:43:32.238Z","110807667","BTC/USD","take_profit","buy","0.099977","61469.89","cross","cancelled",""
"2026-06-19T07:43:32.238Z","110807668","BTC/USD","stop_loss","buy","0.099977","62679.50","cross","cancelled",""
"2026-06-19T07:42:09.468Z","110807193","BTC/USD","market","sell","0.099977","62475.15","cross","filled",""
"2026-06-17T16:22:48.013Z","109261271","XAU/USD","stop_loss","buy","0.050","4366.04","cross","filled","-19.98"
"2026-06-17T16:22:47.429Z","109242469","XAU/USD","stop_loss","buy","0.050","4366.04","cross","cancelled",""
"2026-06-17T16:22:47.429Z","109243751","XAU/USD","take_profit","buy","0.050","4349.90","cross","cancelled",""
"2026-06-17T16:22:47.429Z","109243752","XAU/USD","stop_loss","buy","0.050","4366.04","cross","cancelled",""
"2026-06-17T16:22:47.429Z","109260893","XAU/USD","take_profit","buy","0.050","4360.96","cross","cancelled",""
